rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
70,547180,Bryce Harper,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,3,Freddy Peralta,642547,R,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.2,30.3,34.3,92.1,80.0,0.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,22,0,"Last 7 games: 1/22, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.58,45.82,90.46,102.0486,0.5263,0.2485,0.3925,74.27,46.19,37.98,27.45,18.6,0.2281,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
71,663586,Austin Riley,ATL,MIL,2026-06-20T20:10:00Z,Pre-Game,5,Kyle Harrison,690986,L,51.0,Longshot,Watch List,"Strong Barrel, Platoon Edge",50.9,30.9,44.4,86.4,78.0,19.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","platoon edge; pitcher baseline 6.7% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.77,46.63,91.53,102.6221,0.4132,0.1914,0.3097,75.62,57.07,42.46,31.57,10.4,0.1491,6.73,34.86,89.44,0.3712,0.1336,27.81,In From RF,83,Truist Park,
72,668901,Mark Vientos,NYM,PHI,2026-06-20T23:15:00Z,Scheduled,4,Cristopher Sánchez,650911,L,50.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.8,34.8,34.3,90.4,78.0,40.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,1,"Last 7 games: 4/15, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.45,45.81,90.0,101.2251,0.4516,0.2059,0.3165,72.6,23.2,37.56,30.07,10.7,0.166,8.08,42.18,89.21,0.3548,0.1312,17.53,,,Citizens Bank Park,
73,691176,Jasson Domínguez,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,5,Andrew Abbott,671096,L,50.4,Longshot,Watch List,"Good Environment, Platoon Edge",25.5,37.7,83.7,86.4,75.0,30.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","switch hitter; pitcher baseline 7.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.78,43.23,90.53,100.9773,0.3686,0.0959,0.3081,74.03,33.04,45.77,23.08,4.4,0.1898,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
74,682622,Noelvi Marte,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,6,Will Warren,701542,R,50.3,Longshot,Watch List,"Good Environment, Hot Hitter/Streak",28.4,39.4,83.7,76.2,50.0,76.1,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.42,33.71,88.85,99.4205,0.3844,0.1611,0.2844,72.39,25.22,49.89,19.8,6.3,0.178,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
75,686611,Dylan Crews,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,5,Ian Seymour,693855,L,50.2,Longshot,Watch List,Platoon Edge,41.5,36.9,41.1,86.4,78.0,47.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 5.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.24,41.22,90.12,101.3199,0.442,0.186,0.3224,73.72,37.0,34.08,27.21,5.8,0.144,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
76,666182,Bo Bichette,NYM,PHI,2026-06-20T23:15:00Z,Scheduled,2,Cristopher Sánchez,650911,L,50.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",36.5,34.8,34.3,95.5,78.0,81.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,14,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.41,46.0,90.65,101.5802,0.445,0.1566,0.3383,69.73,13.11,25.23,23.72,11.0,0.137,8.08,42.18,89.21,0.3548,0.1312,17.53,,,Citizens Bank Park,
77,663616,Trevor Larnach,MIN,AZ,2026-06-21T02:10:00Z,Scheduled,1,Zac Gallen,668678,R,50.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",26.0,57.3,28.2,88.7,80.0,76.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.92,35.48,87.61,98.4667,0.3932,0.1383,0.3292,71.64,17.74,39.47,25.24,8.6,0.1456,9.7,44.54,90.73,0.4725,0.1892,28.69,,,Chase Field,
78,691777,Max Muncy,LAD,BAL,2026-06-21T02:10:00Z,Scheduled,5,Trevor Rogers,669432,L,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.9,38.9,27.6,81.9,78.0,52.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.13,46.96,90.74,102.1536,0.3852,0.1661,0.2908,74.22,48.34,43.66,25.8,5.5,0.1832,7.11,42.03,89.49,0.4124,0.1622,23.97,,,UNIQLO Field at Dodger Stadium,
79,687263,Zach Neto,LAA,ATH,2026-06-21T02:05:00Z,Scheduled,1,J.T. Ginn,669372,R,49.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.9,32.9,30.9,88.7,50.0,67.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.2% barrel, 10.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.72,40.58,90.23,99.9924,0.4411,0.2223,0.3279,70.91,10.36,48.95,36.36,19.0,0.2233,7.21,39.74,88.19,0.3726,0.1393,23.08,,,Sutter Health Park,
80,683002,Gunnar Henderson,BAL,LAD,2026-06-21T02:10:00Z,Scheduled,2,Yoshinobu Yamamoto,808967,R,49.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.0,30.0,27.6,95.5,80.0,79.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.95,46.75,90.28,101.3495,0.4096,0.1623,0.32,74.74,47.8,41.99,24.22,16.3,0.1899,6.68,38.02,88.44,0.3565,0.1319,23.43,,,UNIQLO Field at Dodger Stadium,
81,518692,Freddie Freeman,LAD,BAL,2026-06-21T02:10:00Z,Scheduled,3,Trevor Rogers,669432,L,49.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.1,38.9,27.6,92.1,50.0,47.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.1% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.45,44.86,90.76,100.7767,0.4894,0.214,0.3703,70.18,7.91,36.12,29.73,15.6,0.2021,7.11,42.03,89.49,0.4124,0.1622,23.97,,,UNIQLO Field at Dodger Stadium,
82,664770,Nathan Lukes,TOR,CHC,2026-06-20T18:20:00Z,Pre-Game,2,Colin Rea,607067,R,49.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",9.2,59.7,55.3,100.0,80.0,48.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 11.6% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.07,30.63,86.71,97.0593,0.3647,0.091,0.3066,67.37,4.63,33.45,17.73,5.0,0.1205,11.56,41.91,90.15,0.4814,0.2064,26.33,L To R,74,Wrigley Field,
83,669256,Nick Solak,SD,TEX,2026-06-20T20:05:00Z,Pre-Game,7,MacKenzie Gore,669022,L,49.2,Longshot,Watch List,"Strong Barrel, Platoon Edge",45.7,47.2,41.1,64.3,78.0,12.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,3,1,5,0,"Last 3 games: 1/5, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 11.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.69,44.99,88.06,98.0202,0.4667,0.2093,0.2691,71.22,23.56,9.99,29.97,0.0,0.0,9.41,44.1,89.91,0.3961,0.1565,28.21,None,72,Globe Life Field,
84,596142,Gary Sanchez,MIL,ATL,2026-06-20T20:10:00Z,Pre-Game,5,Chris Sale,519242,L,49.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",45.3,21.3,44.4,81.9,78.0,77.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.41,42.82,89.8,101.385,0.4539,0.216,0.3556,72.12,27.36,47.31,27.51,6.4,0.2206,6.09,32.46,86.92,0.3403,0.115,25.76,In From RF,83,Truist Park,
85,669127,Shea Langeliers,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,2,Walbert Ureña,700712,R,48.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.6,17.2,30.9,95.5,50.0,48.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.82,43.85,91.32,102.5238,0.5134,0.2428,0.3602,74.85,49.61,39.04,31.45,22.6,0.2555,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
86,682928,CJ Abrams,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,4,Ian Seymour,693855,L,48.3,Longshot,Watch List,Premium Lineup Spot,41.3,36.9,41.1,94.9,50.0,37.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 8.3% barrel, 5.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.84,41.23,89.75,100.1663,0.4381,0.1826,0.3384,72.82,27.04,44.85,28.03,16.2,0.2131,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
87,656305,Matt Chapman,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,3,Max Meyer,676974,R,48.3,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",31.9,45.4,35.0,96.6,50.0,71.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.66,40.25,89.47,101.0064,0.3589,0.1341,0.3078,75.7,57.31,40.04,22.11,11.2,0.1626,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
88,683357,Owen Caissie,MIA,SF,2026-06-20T20:10:00Z,Pre-Game,6,Trevor McDonald,686790,R,48.3,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",45.1,26.8,35.0,76.2,80.0,77.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 5.3% barrel, 3.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.93,38.34,90.31,100.5283,0.3663,0.1678,0.2712,74.8,53.03,29.15,29.78,5.9,0.1827,5.34,40.07,89.58,0.376,0.1234,13.87,None,72,loanDepot park,
89,666176,Jo Adell,LAA,ATH,2026-06-21T02:05:00Z,Scheduled,4,J.T. Ginn,669372,R,48.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",51.9,32.9,30.9,90.4,50.0,28.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,0,"Last 7 games: 9/29, 0 HR","same-side matchup; pitcher baseline 7.2% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.07,46.29,90.72,102.6931,0.4741,0.2106,0.3391,77.46,71.79,38.0,26.65,18.1,0.172,7.21,39.74,88.19,0.3726,0.1393,23.08,,,Sutter Health Park,
90,605170,Victor Caratini,MIN,AZ,2026-06-21T02:10:00Z,Scheduled,6,Zac Gallen,668678,R,48.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.5,55.3,28.2,71.7,75.0,68.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.7% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.35,39.09,88.91,98.9552,0.4173,0.1609,0.343,71.11,14.22,37.57,23.2,7.1,0.1261,9.7,44.54,90.73,0.4725,0.1892,28.69,,,Chase Field,
91,608324,Alex Bregman,CHC,TOR,2026-06-20T18:20:00Z,Pre-Game,5,Patrick Corbin,571578,L,48.0,Longshot,Watch List,Platoon Edge,26.0,44.7,55.3,86.4,78.0,25.8,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.41,40.27,88.7,98.5277,0.3885,0.139,0.3237,70.23,5.29,46.58,23.73,9.6,0.1274,8.12,41.94,89.06,0.4579,0.1745,24.18,L To R,74,Wrigley Field,
92,605141,Mookie Betts,LAD,BAL,2026-06-21T02:10:00Z,Scheduled,4,Trevor Rogers,669432,L,47.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",33.9,38.9,27.6,90.4,78.0,72.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 8.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.6,36.57,89.66,98.3168,0.4353,0.1609,0.3349,69.28,7.86,40.66,36.67,11.6,0.1732,7.11,42.03,89.49,0.4124,0.1622,23.97,,,UNIQLO Field at Dodger Stadium,
93,681624,Andy Pages,LAD,BAL,2026-06-21T02:10:00Z,Scheduled,2,Trevor Rogers,669432,L,47.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.1,38.9,27.6,95.5,78.0,7.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,0,"Last 7 games: 5/30, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.82,44.34,89.3,100.5508,0.4539,0.1833,0.3335,72.81,24.93,36.15,28.3,18.6,0.21,7.11,42.03,89.49,0.4124,0.1622,23.97,,,UNIQLO Field at Dodger Stadium,
94,691016,Tyler Soderstrom,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,3,Walbert Ureña,700712,R,47.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.8,17.2,30.9,92.1,80.0,68.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.98,46.16,90.41,101.8687,0.4374,0.1855,0.3382,74.28,42.45,35.93,27.42,16.6,0.2246,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
95,694212,Samuel Basallo,BAL,LAD,2026-06-21T02:10:00Z,Scheduled,5,Yoshinobu Yamamoto,808967,R,47.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",48.3,30.0,27.6,81.9,80.0,34.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.07,44.89,90.85,102.9794,0.4359,0.1924,0.3211,75.15,52.94,41.34,29.33,8.2,0.1867,6.68,38.02,88.44,0.3565,0.1319,23.43,,,UNIQLO Field at Dodger Stadium,
96,681481,Kerry Carpenter,DET,CWS,2026-06-20T17:10:00Z,Warmup,6,Sean Newcomb,656794,L,47.6,Longshot,Watch List,Strong Barrel,49.8,18.5,65.1,76.2,50.0,35.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,1,"Last 7 games: 4/17, 1 HR","same-side matchup; pitcher baseline 4.8% barrel, 2.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.34,46.45,91.12,100.0094,0.4209,0.1997,0.3126,71.97,16.73,47.22,38.7,14.8,0.2576,4.79,37.11,87.22,0.3614,0.1103,17.57,Out To LF,67,Comerica Park,
97,680574,Matt McLain,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,7,Will Warren,701542,R,47.6,Longshot,Watch List,Good Environment,36.1,39.4,83.7,64.3,50.0,4.5,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.41,39.23,88.8,99.2531,0.3918,0.1658,0.3173,71.03,10.1,32.91,33.57,10.1,0.1447,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
98,642715,Willy Adames,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,6,Max Meyer,676974,R,47.5,Longshot,Watch List,Strong Barrel,43.0,45.4,35.0,76.2,50.0,40.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.5,42.8,88.97,99.5929,0.4161,0.1921,0.3046,72.24,23.65,46.58,34.76,18.1,0.2009,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
99,593428,Xander Bogaerts,SD,TEX,2026-06-20T20:05:00Z,Pre-Game,4,MacKenzie Gore,669022,L,47.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.6,47.2,41.1,94.9,78.0,3.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 11.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.69,37.73,88.23,99.5519,0.3927,0.1418,0.3193,71.99,25.23,47.16,24.04,8.9,0.1175,9.41,44.1,89.91,0.3961,0.1565,28.21,None,72,Globe Life Field,
100,700932,Kyle Manzardo,CLE,HOU,2026-06-20T23:15:00Z,Scheduled,2,Spencer Arrighetti,681293,R,47.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",43.1,27.2,27.6,95.5,80.0,32.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.66,42.96,89.39,99.5214,0.4087,0.1843,0.3185,70.18,8.21,42.85,33.41,13.7,0.1804,6.42,34.04,87.56,0.3812,0.1406,27.32,,,Daikin Park,
101,641598,Mitch Garver,SEA,BOS,2026-06-21T02:10:00Z,Scheduled,5,Connelly Early,813349,L,47.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.5,45.9,25.4,81.9,78.0,28.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 9.8 HR allowed",fly-ball profile; pitcher allows elevated contact,7.13,48.51,90.31,100.8904,0.3465,0.1483,0.2994,72.43,18.32,52.87,36.78,4.8,0.1228,9.3,41.61,89.72,0.3897,0.1617,31.31,,,T-Mobile Park,
102,683011,Anthony Volpe,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,8,Andrew Abbott,671096,L,46.9,Longshot,Watch List,"Good Environment, Platoon Edge",25.2,39.1,83.7,52.4,78.0,45.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,20,0,Contact streak: 10/20 over last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.51,39.24,87.9,99.0295,0.3644,0.126,0.3136,71.48,16.07,30.98,23.36,6.4,0.1384,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
103,695731,Braden Montgomery,CWS,DET,2026-06-20T17:10:00Z,Warmup,7,Troy Melton,675512,R,46.8,Longshot,Watch List,Platoon Edge,36.4,38.5,65.1,64.3,75.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","switch hitter; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,40.9,91.7,100.0893,0.377,0.144,0.274,70.6,16.0,36.4,27.3,1.0,0.156,6.92,41.57,89.75,0.4186,0.1659,25.96,Out To LF,67,Comerica Park,
