rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
70,608324,Alex Bregman,CHC,MIN,2026-07-18T00:05:00Z,Pre-Game,2,Bailey Ober,641927,R,52.0,Longshot,Watch List,"Projected Lineup, Good Environment, Premium Lineup Spot",24.2,51.6,73.3,95.5,50.0,54.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.1% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.92,38.94,88.56,98.2635,0.3773,0.1348,0.3181,70.16,5.08,46.51,25.41,11.7,0.1393,10.06,35.18,88.62,0.4536,0.2091,32.11,Out To LF,87,Wrigley Field,
71,671056,Ivan Herrera,STL,AZ,2026-07-18T01:40:00Z,Scheduled,2,Merrill Kelly,518876,R,51.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.9,69.9,28.2,95.5,50.0,30.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 12.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.39,42.38,89.8,101.1533,0.4154,0.1593,0.3528,74.05,44.2,35.7,19.94,13.4,0.1527,12.66,43.64,90.06,0.5339,0.2447,26.85,,,Chase Field,
72,686527,Dominic Canzone,SEA,SF,2026-07-18T02:10:00Z,Scheduled,3,Landen Roupp,694738,R,51.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",63.5,18.2,25.4,92.1,80.0,53.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.3% barrel, 8.2 HR allowed",EV profile; pitcher fly-ball pressure modest,15.06,48.72,92.65,103.3027,0.5253,0.2458,0.3732,74.29,44.33,40.6,26.51,13.8,0.2398,5.33,30.69,87.07,0.3464,0.1148,22.24,,,T-Mobile Park,
73,694212,Samuel Basallo,BAL,HOU,2026-07-18T00:10:00Z,Pre-Game,5,Peter Lambert,663567,R,51.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.6,33.6,41.1,81.9,80.0,42.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.84,45.24,90.78,102.5965,0.4499,0.2064,0.3239,74.87,50.0,42.39,28.84,12.4,0.2007,6.8,37.2,88.8,0.347,0.143,33.8,None,72,Daikin Park,
74,672356,Gabriel Arias,CLE,PIT,2026-07-17T23:10:00Z,Pre-Game,7,Jared Jones,683003,R,51.5,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",47.8,35.7,67.6,64.3,50.0,71.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.44,47.99,91.46,103.0932,0.4179,0.1864,0.2972,74.68,46.61,37.01,19.89,6.8,0.1724,7.4,38.3,89.7,0.388,0.163,22.3,Out To LF,88,Progressive Field,
75,682985,Riley Greene,DET,LAA,2026-07-18T01:38:00Z,Scheduled,5,Reid Detmers,672282,L,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",60.4,37.7,28.2,81.9,50.0,46.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.79,48.51,90.95,102.8306,0.4833,0.2291,0.3544,75.67,58.53,39.47,32.68,19.9,0.1923,8.06,39.51,89.89,0.3595,0.1362,27.36,,,Angel Stadium,
76,663656,Kyle Tucker,LAD,NYY,2026-07-17T23:05:00Z,Pre-Game,6,Gerrit Cole,543037,R,51.4,Longshot,Watch List,"Good Environment, Platoon Edge",33.7,42.0,76.2,76.2,80.0,18.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.37,39.84,89.33,98.9843,0.4179,0.1528,0.3468,71.51,21.29,44.29,31.51,11.5,0.1511,9.2,40.3,89.5,0.379,0.14,30.8,Out To LF,84,Yankee Stadium,
77,521692,Salvador Perez,KC,SD,2026-07-18T00:10:00Z,Pre-Game,6,Michael King,650633,R,51.3,Longshot,Watch List,Strong Barrel,44.5,38.3,66.7,76.2,50.0,44.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.02,44.25,89.51,100.8465,0.4325,0.1925,0.3073,72.13,22.8,42.19,29.94,16.7,0.1575,9.02,34.81,87.45,0.4102,0.166,25.93,Out To CF,87,Kauffman Stadium,
78,543807,George Springer,TOR,CWS,2026-07-17T23:15:00Z,Pre-Game,4,Anthony Kay,641743,L,51.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",41.1,38.4,43.9,94.9,78.0,31.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,1,"Last 7 games: 6/29, 1 HR","platoon edge; pitcher baseline 8.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.46,41.02,88.88,100.1454,0.4324,0.1869,0.3347,73.07,33.27,42.56,27.14,15.9,0.1845,8.3,38.8,88.6,0.417,0.149,21.0,None,72,Rogers Centre,
79,687221,Dalton Rushing,LAD,NYY,2026-07-17T23:05:00Z,Pre-Game,8,Gerrit Cole,543037,R,51.0,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",44.4,42.0,76.2,52.4,80.0,7.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.32,43.97,89.61,101.7024,0.4126,0.1753,0.3222,72.61,17.82,48.24,27.34,8.2,0.1907,9.2,40.3,89.5,0.379,0.14,30.8,Out To LF,84,Yankee Stadium,
80,605141,Mookie Betts,LAD,NYY,2026-07-17T23:05:00Z,Pre-Game,4,Gerrit Cole,543037,R,50.9,Longshot,Watch List,"Good Environment, Premium Lineup Spot",34.2,42.0,76.2,94.9,50.0,6.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 9.2% barrel, 8.0 HR allowed",fly-ball profile; pitcher allows elevated contact,7.32,38.04,90.08,98.5919,0.4311,0.1588,0.3307,69.35,7.79,39.19,35.69,13.7,0.1711,9.2,40.3,89.5,0.379,0.14,30.8,Out To LF,84,Yankee Stadium,
81,686469,Vinnie Pasquantino,KC,SD,2026-07-18T00:10:00Z,Pre-Game,5,Michael King,650633,R,50.7,Longshot,Watch List,Platoon Edge,34.3,38.3,66.7,86.4,80.0,18.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.21,40.15,89.29,99.7284,0.4105,0.163,0.3193,70.89,14.15,43.56,27.39,13.8,0.1494,9.02,34.81,87.45,0.4102,0.166,25.93,Out To CF,87,Kauffman Stadium,
82,695657,Colson Montgomery,CWS,TOR,2026-07-17T23:15:00Z,Pre-Game,4,Spencer Miles,693686,R,50.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.3,13.9,43.9,94.9,80.0,31.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,1,"Last 7 games: 6/29, 1 HR","platoon edge; pitcher baseline 4.2% barrel, 4.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.94,44.01,89.26,102.1017,0.4632,0.2388,0.3291,76.51,67.85,49.58,35.47,22.4,0.2613,4.2,34.7,86.6,0.34,0.104,19.8,None,72,Rogers Centre,
83,671218,Heliot Ramos,SF,SEA,2026-07-18T02:10:00Z,Scheduled,1,Bryce Miller,682243,R,50.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.7,32.1,25.4,88.7,50.0,68.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 10.7 HR allowed",EV profile; pitcher allows elevated contact,14.12,50.06,92.29,103.3836,0.4786,0.2079,0.341,72.74,29.72,34.99,24.07,11.9,0.1783,7.3,34.46,87.85,0.3622,0.147,30.53,,,T-Mobile Park,
84,681715,Heriberto Hernandez,MIA,MIL,2026-07-17T23:40:00Z,Scheduled,5,Logan Henderson,701656,R,50.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",55.8,31.2,27.6,81.9,50.0,89.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.63,48.41,91.39,101.7975,0.4868,0.232,0.355,74.45,47.83,45.42,32.02,12.1,0.2245,8.67,32.17,88.1,0.3534,0.1309,30.65,,,American Family Field,
85,693307,Dillon Dingler,DET,LAA,2026-07-18T01:38:00Z,Scheduled,3,Reid Detmers,672282,L,50.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.7,37.7,28.2,92.1,78.0,12.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.88,46.61,89.79,101.1522,0.5086,0.2207,0.3685,71.91,16.42,40.87,29.41,17.2,0.2163,8.06,39.51,89.89,0.3595,0.1362,27.36,,,Angel Stadium,
86,665052,Griffin Conine,MIA,MIL,2026-07-17T23:40:00Z,Scheduled,6,Logan Henderson,701656,R,50.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",53.2,31.2,27.6,71.7,80.0,73.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.89,50.76,89.99,104.2108,0.4712,0.2047,0.3573,73.98,43.97,48.76,18.23,4.1,0.2175,8.67,32.17,88.1,0.3534,0.1309,30.65,,,American Family Field,
87,606192,Teoscar Hernández,LAD,NYY,2026-07-17T23:05:00Z,Pre-Game,7,Gerrit Cole,543037,R,50.0,Longshot,Watch List,"Strong Barrel, Good Environment",45.3,42.0,76.2,64.3,50.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,22,0,"Last 7 games: 1/22, 0 HR","same-side matchup; pitcher baseline 9.2% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.73,45.47,90.06,100.9006,0.4326,0.1871,0.3251,72.41,24.98,32.47,30.92,13.1,0.1629,9.2,40.3,89.5,0.379,0.14,30.8,Out To LF,84,Yankee Stadium,
88,678554,Curtis Mead,WSH,ATH,2026-07-18T01:40:00Z,Scheduled,3,Gage Jump,695611,L,49.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",39.0,30.2,30.9,92.1,78.0,100.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.68,40.26,87.78,99.8279,0.4396,0.1838,0.3422,72.81,30.76,42.91,31.77,12.8,0.2049,5.1,40.6,90.0,0.389,0.131,26.1,,,Sutter Health Park,
89,680779,Henry Davis,PIT,CLE,2026-07-17T23:10:00Z,Pre-Game,9,Gavin Williams,668909,R,49.6,Longshot,Watch List,Strong Barrel,37.4,58.2,67.6,44.8,50.0,47.2,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,1,"Last 7 games: 5/16, 1 HR","same-side matchup; pitcher baseline 11.0% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.59,38.8,89.23,100.4765,0.361,0.1585,0.2937,74.32,43.99,52.61,27.26,7.7,0.1579,11.03,47.31,90.75,0.4246,0.1845,24.39,Out To LF,88,Progressive Field,
90,645277,Ozzie Albies,ATL,TEX,2026-07-17T23:15:00Z,Pre-Game,2,Cal Quantrill,615698,R,49.6,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",16.9,49.8,70.9,100.0,75.0,14.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","switch hitter; pitcher baseline 10.4% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.34,28.53,87.29,96.8389,0.3674,0.1258,0.2941,69.07,5.95,46.63,31.13,14.6,0.1579,10.4,37.09,88.09,0.4659,0.2073,30.69,Out To LF,84,Truist Park,
91,701358,Cam Smith,HOU,BAL,2026-07-18T00:10:00Z,Pre-Game,7,Dean Kremer,665152,R,49.5,Longshot,Watch List,Strong Barrel,44.0,57.9,41.1,64.3,50.0,28.9,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","same-side matchup; pitcher baseline 11.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.61,43.74,89.02,101.6819,0.4334,0.1851,0.3292,76.53,67.27,36.09,24.37,11.1,0.1479,11.08,34.89,88.38,0.4781,0.2443,38.69,None,72,Daikin Park,
92,701398,Sal Stewart,CIN,COL,2026-07-18T00:40:00Z,Scheduled,2,Gabriel Hughes,687312,R,49.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",62.8,8.3,38.7,95.5,50.0,61.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.8,44.52,92.04,101.7206,0.5215,0.2568,0.3681,72.45,28.54,38.5,32.02,14.8,0.2396,0.0,16.7,87.8,0.28,0.065,29.2,,,Coors Field,
93,673962,Josh Jung,TEX,ATL,2026-07-17T23:15:00Z,Pre-Game,4,Chris Sale,519242,L,49.4,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",35.3,22.5,70.9,94.9,78.0,27.7,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 4 vs RotoWire 3,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.9,47.82,90.14,100.4947,0.4294,0.1543,0.3362,70.51,7.93,38.6,21.75,10.5,0.1495,6.09,33.37,87.2,0.3396,0.1157,25.62,Out To LF,84,Truist Park,
94,609280,Miguel Andujar,SD,KC,2026-07-18T00:10:00Z,Pre-Game,4,Seth Lugo,607625,R,49.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",19.9,61.6,66.7,90.4,50.0,17.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","same-side matchup; pitcher baseline 10.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.35,35.82,88.21,99.4551,0.3788,0.1163,0.2966,71.35,18.82,41.04,19.52,6.5,0.1569,10.47,43.94,90.7,0.4856,0.2121,30.3,Out To CF,87,Kauffman Stadium,
95,656555,Rhys Hoskins,CLE,PIT,2026-07-17T23:10:00Z,Pre-Game,5,Jared Jones,683003,R,49.3,Longshot,Watch List,Strong Barrel,36.8,35.7,67.6,86.4,50.0,37.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.86,41.92,89.01,99.7043,0.3351,0.1529,0.2965,71.56,16.53,55.04,30.77,9.9,0.1839,7.4,38.3,89.7,0.388,0.163,22.3,Out To LF,88,Progressive Field,
96,669127,Shea Langeliers,ATH,WSH,2026-07-18T01:40:00Z,Scheduled,3,Cade Cavalli,676917,R,49.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.8,30.0,30.9,92.1,50.0,20.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","same-side matchup; pitcher baseline 6.1% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.68,44.76,91.53,102.486,0.4959,0.233,0.3504,74.78,49.26,39.67,31.1,24.0,0.2359,6.11,40.61,88.82,0.3839,0.1305,20.56,,,Sutter Health Park,
97,593428,Xander Bogaerts,SD,KC,2026-07-18T00:10:00Z,Pre-Game,6,Seth Lugo,607625,R,49.2,Longshot,Watch List,Projected Lineup,27.1,61.6,66.7,71.7,50.0,18.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,1,"Last 7 games: 3/27, 1 HR","same-side matchup; pitcher baseline 10.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.55,38.92,88.37,99.7275,0.3829,0.1341,0.3186,72.27,27.05,46.6,22.36,9.6,0.1133,10.47,43.94,90.7,0.4856,0.2121,30.3,Out To CF,87,Kauffman Stadium,
