rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
171,664770,Nathan Lukes,TOR,SEA,2026-07-04T20:10:00Z,Scheduled,1,Logan Gilbert,669302,R,41.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",10.1,51.5,25.4,88.7,80.0,40.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 10.1% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.42,30.91,86.85,97.1405,0.3682,0.0973,0.3066,67.44,4.63,32.19,18.15,6.4,0.1275,10.07,43.52,90.66,0.3943,0.1645,29.1,,,T-Mobile Park,
172,691458,Blaze Jordan,STL,CHC,2026-07-05T00:08:00Z,Scheduled,8,Shota Imanaga,684007,L,41.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.1,53.9,29.8,47.9,78.0,16.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 23.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.0,42.1,88.2,99.5222,0.359,0.122,0.286,72.9,35.7,43.9,24.6,1.0,0.131,10.76,38.25,88.74,0.4249,0.1961,34.53,,,Wrigley Field,
173,703607,Henry Bolte,ATH,MIA,2026-07-05T01:40:00Z,Scheduled,1,Sandy Alcantara,645261,R,41.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.1,33.0,30.9,88.7,50.0,8.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","same-side matchup; pitcher baseline 6.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.8,47.6,90.3,104.0649,0.36,0.12,0.313,77.0,74.0,30.8,19.2,2.0,0.08,6.43,37.93,88.88,0.3919,0.1316,24.52,,,Sutter Health Park,
174,641680,Jonah Heim,ATH,MIA,2026-07-05T01:40:00Z,Scheduled,5,Sandy Alcantara,645261,R,41.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.6,31.4,30.9,81.9,75.0,53.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.8,30.79,87.47,97.9092,0.3852,0.155,0.2956,69.77,10.22,38.46,30.07,8.9,0.2044,6.43,37.93,88.88,0.3919,0.1316,24.52,,,Sutter Health Park,
175,805300,Jakob Marsee,MIA,ATH,2026-07-05T01:40:00Z,Scheduled,7,Aaron Civale,650644,R,41.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.1,57.0,30.9,59.8,80.0,18.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,29,1,"Last 7 games: 3/29, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.95,36.29,87.29,98.493,0.3496,0.1155,0.3134,70.5,6.42,40.88,23.26,5.0,0.13,9.8,43.93,89.9,0.4671,0.2005,33.72,,,Sutter Health Park,
176,630105,Jake Cronenworth,SD,LAD,2026-07-05T02:10:00Z,Scheduled,2,Yoshinobu Yamamoto,808967,R,40.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",21.4,29.3,27.6,95.5,80.0,43.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 6.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.69,33.19,87.73,97.821,0.346,0.1182,0.312,71.74,18.72,32.94,21.74,4.7,0.089,6.54,37.39,88.23,0.3607,0.1326,22.73,,,UNIQLO Field at Dodger Stadium,
177,607208,Trea Turner,PHI,KC,2026-07-05T00:10:00Z,Scheduled,1,Michael Wacha,608379,R,40.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",26.5,30.7,23.2,88.7,50.0,85.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.9% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.66,40.21,88.95,99.2705,0.3722,0.1246,0.2951,71.48,18.78,33.7,26.74,11.5,0.1348,5.93,35.3,87.92,0.4035,0.1528,26.29,,,Kauffman Stadium,
178,686217,Sal Frelick,MIL,AZ,2026-07-05T01:40:00Z,Scheduled,7,Merrill Kelly,518876,R,40.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",6.4,69.4,28.2,59.8,80.0,45.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,19,0,Contact streak: 8/19 over last 7 games,"platoon edge; pitcher baseline 12.6% barrel, 19.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.47,27.82,85.99,96.5822,0.3404,0.0833,0.299,68.34,3.72,39.88,19.71,5.7,0.0974,12.59,42.94,90.06,0.536,0.244,27.06,,,Chase Field,
179,553869,Elias Diaz,TEX,DET,2026-07-04T20:05:00Z,Scheduled,8,Jack Flaherty,656427,R,40.7,Longshot,Watch List,"Projected Lineup, Hot Hitter/Streak",30.5,48.7,27.6,47.9,50.0,71.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.3,35.76,86.86,99.6039,0.3981,0.1499,0.295,74.34,43.54,40.59,29.06,5.5,0.2198,8.83,46.18,90.54,0.3955,0.159,30.43,,,Globe Life Field,
180,645305,Ali Sánchez,NYY,MIN,2026-07-04T17:35:00Z,Pre-Game,9,Zebby Matthews,805673,R,40.4,Longshot,Watch List,Good Environment,8.2,57.1,85.2,44.8,50.0,9.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,11,0,"Last 7 games: 2/11, 0 HR","same-side matchup; pitcher baseline 11.7% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.28,25.52,84.73,96.1873,0.3276,0.0854,0.2713,70.49,9.45,29.86,18.44,0.0,0.0821,11.72,38.17,89.83,0.4526,0.2026,32.77,Out To CF,94,Yankee Stadium,
181,701807,Carson Benge,NYM,ATL,2026-07-05T00:08:00Z,Scheduled,1,Chris Sale,519242,L,40.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.9,18.7,30.9,88.7,50.0,43.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,1,"Last 7 games: 9/31, 1 HR","same-side matchup; pitcher baseline 5.5% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.2,42.0,89.6,100.1796,0.452,0.165,0.346,71.1,17.9,29.4,27.3,10.0,0.141,5.53,32.32,86.92,0.3284,0.108,25.76,,,Truist Park,
182,663698,Joey Bart,ATL,NYM,2026-07-05T00:08:00Z,Scheduled,8,Sean Manaea,640455,L,40.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.4,35.8,30.9,47.9,78.0,43.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.51,37.18,86.93,99.2989,0.3751,0.1639,0.2823,75.0,49.66,36.8,34.52,3.3,0.1218,7.57,39.73,88.47,0.3975,0.1519,23.57,,,Truist Park,
183,677649,Ezequiel Duran,TEX,DET,2026-07-04T20:05:00Z,Scheduled,5,Jack Flaherty,656427,R,39.9,Longshot,Watch List,Projected Lineup,18.0,48.7,27.6,81.9,50.0,43.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,27,0,Contact streak: 11/27 over last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.56,35.59,87.82,98.9888,0.3454,0.0999,0.2869,72.34,24.41,34.4,20.04,4.2,0.1173,8.83,46.18,90.54,0.3955,0.159,30.43,,,Globe Life Field,
184,645302,Victor Robles,SEA,TOR,2026-07-04T20:10:00Z,Scheduled,8,Shane Bieber,669456,R,39.8,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable",6.9,88.8,25.4,47.9,50.0,24.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","same-side matchup; pitcher baseline 16.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.71,20.54,84.91,94.9381,0.3144,0.0981,0.2566,68.26,1.53,49.69,28.34,0.3,0.0444,16.43,56.88,94.11,0.7212,0.3524,28.83,,,T-Mobile Park,
185,681546,James Outman,DET,TEX,2026-07-04T20:05:00Z,Scheduled,8,Kumar Rocker,677958,R,39.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.7,46.3,27.6,47.9,80.0,45.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.92,32.19,86.88,97.8046,0.2859,0.1335,0.2335,72.11,19.13,57.21,29.25,3.9,0.1562,8.79,44.14,89.94,0.4388,0.1717,21.39,,,Globe Life Field,
186,683748,Victor Mesa,TB,HOU,2026-07-04T23:10:00Z,Scheduled,4,Hunter Brown,686613,R,39.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.2,12.9,27.6,90.4,80.0,30.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 4.2% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.71,39.26,88.79,100.0151,0.3926,0.1508,0.3221,73.54,31.57,46.96,22.36,2.4,0.1434,4.15,35.77,85.61,0.2837,0.1003,25.96,,,Daikin Park,
187,521692,Salvador Perez,KC,PHI,2026-07-05T00:10:00Z,Scheduled,6,Jesús Luzardo,666200,L,39.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.7,20.0,23.2,71.7,78.0,4.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 11.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.81,42.78,89.16,100.5348,0.4255,0.1897,0.3031,72.13,22.52,41.7,29.73,16.0,0.1512,6.07,31.85,86.96,0.3354,0.1116,21.03,,,Kauffman Stadium,
188,516782,Starling Marte,KC,PHI,2026-07-05T00:10:00Z,Scheduled,5,Jesús Luzardo,666200,L,39.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",35.2,20.0,23.2,81.9,78.0,22.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 11.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.12,38.37,88.65,101.0141,0.3977,0.1497,0.3134,72.6,29.56,33.28,19.33,3.4,0.091,6.07,31.85,86.96,0.3354,0.1116,21.03,,,Kauffman Stadium,
189,666152,David Hamilton,MIL,AZ,2026-07-05T01:40:00Z,Scheduled,9,Merrill Kelly,518876,R,39.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.6,69.4,28.2,40.2,80.0,35.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,0,Contact streak: 5/14 over last 7 games,"platoon edge; pitcher baseline 12.6% barrel, 19.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.53,27.45,86.67,96.953,0.3001,0.0967,0.2621,69.94,7.95,33.64,27.28,3.9,0.1042,12.59,42.94,90.06,0.536,0.244,27.06,,,Chase Field,
190,690924,Braxton Fulford,COL,SF,2026-07-05T00:10:00Z,Scheduled,8,Robbie Ray,592662,L,39.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.3,52.7,38.7,47.9,78.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 16.4 HR allowed",fly-ball profile; pitcher allows elevated contact,6.98,33.17,87.44,98.5102,0.2598,0.0993,0.2354,71.67,22.86,23.85,35.02,1.0,0.1264,9.67,40.78,89.88,0.4193,0.187,35.76,,,Coors Field,
191,687221,Dalton Rushing,LAD,SD,2026-07-05T02:10:00Z,Scheduled,8,Wandy Peralta,593974,L,39.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",46.3,19.8,27.6,47.9,50.0,74.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 4.6% barrel, 3.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.67,44.95,89.96,101.8245,0.421,0.1795,0.3257,72.61,18.38,47.05,27.55,8.2,0.1991,4.59,35.22,87.88,0.3769,0.119,18.04,,,UNIQLO Field at Dodger Stadium,
192,650490,Yandy Diaz,TB,HOU,2026-07-04T23:10:00Z,Scheduled,1,Hunter Brown,686613,R,38.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.7,12.9,27.6,88.7,50.0,19.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 4.2% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.53,49.14,91.53,103.4135,0.4576,0.1642,0.3663,73.74,38.45,22.48,20.77,15.9,0.1736,4.15,35.77,85.61,0.2837,0.1003,25.96,,,Daikin Park,
193,685133,Wade Meckler,LAA,BOS,2026-07-05T01:38:00Z,Scheduled,5,Sonny Gray,543243,R,38.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.1,36.5,28.2,81.9,80.0,25.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","platoon edge; pitcher baseline 7.8% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.0,31.3,86.2,96.4745,0.383,0.131,0.318,68.6,2.4,32.5,22.9,2.0,0.118,7.77,38.11,89.04,0.3894,0.146,21.94,,,Angel Stadium,
194,663656,Kyle Tucker,LAD,SD,2026-07-05T02:10:00Z,Scheduled,5,Wandy Peralta,593974,L,38.9,Longshot,Watch List,Projected Lineup,33.4,19.8,27.6,81.9,50.0,60.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,1,Contact streak: 10/25 over last 7 games,"same-side matchup; pitcher baseline 4.6% barrel, 3.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.16,39.91,89.33,99.0409,0.4144,0.1528,0.3461,71.51,21.99,44.36,31.86,11.5,0.1567,4.59,35.22,87.88,0.3769,0.119,18.04,,,UNIQLO Field at Dodger Stadium,
195,663968,Jake Mangum,PIT,WSH,2026-07-04T15:05:00Z,In Progress,7,Carson Palmquist,687223,L,38.8,Longshot,Watch List,Platoon Edge,3.8,53.9,46.7,64.3,75.0,37.6,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,0,Contact streak: 10/27 over last 7 games,"switch hitter; pitcher baseline 10.1% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.65,28.43,84.78,96.0904,0.3269,0.0703,0.2795,66.95,3.27,27.86,13.11,1.6,0.0629,10.07,41.19,91.14,0.4411,0.203,34.05,In From LF,93,Nationals Park,
196,677587,Brayan Rocchio,CLE,CWS,2026-07-04T23:10:00Z,Scheduled,5,Sean Burke,680732,R,38.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.7,42.1,27.6,81.9,75.0,42.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","switch hitter; pitcher baseline 8.4% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.67,32.49,86.74,97.3582,0.3517,0.1011,0.3027,69.93,7.22,43.57,23.97,5.7,0.1168,8.4,38.57,89.32,0.4031,0.1655,31.47,,,Progressive Field,
197,642201,Eli White,ATL,NYM,2026-07-05T00:08:00Z,Scheduled,6,Sean Manaea,640455,L,38.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.3,35.8,30.9,71.7,78.0,8.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,34.87,87.21,99.0312,0.3734,0.1297,0.2897,72.83,28.41,36.61,22.54,5.1,0.1496,7.57,39.73,88.47,0.3975,0.1519,23.57,,,Truist Park,
198,686780,Pedro Pages,STL,CHC,2026-07-05T00:08:00Z,Scheduled,9,Shota Imanaga,684007,L,38.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.6,53.9,29.8,40.2,78.0,7.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 23.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.21,37.34,86.95,99.2622,0.3561,0.1355,0.273,72.39,21.63,37.53,27.55,6.1,0.1337,10.76,38.25,88.74,0.4249,0.1961,34.53,,,Wrigley Field,
199,694384,Nolan Schanuel,LAA,BOS,2026-07-05T01:38:00Z,Scheduled,2,Sonny Gray,543243,R,38.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",12.2,36.5,28.2,95.5,80.0,15.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 7.8% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.89,31.59,87.22,96.9844,0.3761,0.1064,0.3207,67.85,6.38,40.17,20.66,7.8,0.1229,7.77,38.11,89.04,0.3894,0.146,21.94,,,Angel Stadium,
200,681082,Bryson Stott,PHI,KC,2026-07-05T00:10:00Z,Scheduled,6,Michael Wacha,608379,R,38.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.5,30.7,23.2,71.7,80.0,28.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.29,35.66,88.58,98.5129,0.4007,0.1432,0.3172,69.75,5.98,35.85,28.43,8.8,0.1424,5.93,35.3,87.92,0.4035,0.1528,26.29,,,Kauffman Stadium,
201,622761,Jorge Mateo,ATL,NYM,2026-07-05T00:08:00Z,Scheduled,9,Sean Manaea,640455,L,38.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.1,35.8,30.9,40.2,78.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,14,0,"Last 7 games: 1/14, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.3,44.68,89.01,100.9434,0.3929,0.1566,0.2914,73.16,30.37,36.41,30.7,3.1,0.1303,7.57,39.73,88.47,0.3975,0.1519,23.57,,,Truist Park,
202,678011,Anthony Seigler,BOS,LAA,2026-07-05T01:38:00Z,Scheduled,7,Sam Aldegheri,691951,L,38.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.4,41.8,28.2,59.8,75.0,50.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"switch hitter; pitcher baseline 8.8% barrel, 3.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.63,42.12,89.65,98.0479,0.3537,0.1027,0.3079,67.46,0.84,30.57,18.56,0.7,0.1322,8.85,36.38,88.02,0.4515,0.1728,32.18,,,Angel Stadium,
203,701678,Hao-Yu Lee,DET,TEX,2026-07-04T20:05:00Z,Scheduled,9,Kumar Rocker,677958,R,37.7,Longshot,Watch List,Projected Lineup,28.3,46.3,27.6,40.2,50.0,59.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.2,34.7,87.8,98.5513,0.367,0.146,0.273,70.6,16.5,28.6,31.6,4.0,0.146,8.79,44.14,89.94,0.4388,0.1717,21.39,,,Globe Life Field,
204,643289,Mauricio Dubon,ATL,NYM,2026-07-05T00:08:00Z,Scheduled,5,Sean Manaea,640455,L,37.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.8,35.8,30.9,81.9,78.0,27.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.93,28.89,85.83,96.3789,0.3814,0.1148,0.3102,68.76,2.84,31.54,25.23,7.7,0.1385,7.57,39.73,88.47,0.3975,0.1519,23.57,,,Truist Park,
205,694876,Cooper Ingle,CLE,CWS,2026-07-04T23:10:00Z,Scheduled,6,Sean Burke,680732,R,37.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.3,43.7,27.6,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,1,14,0,"Last 5 games: 1/14, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.0,42.9,90.0,97.6114,0.109,0.011,0.197,67.9,0.0,57.1,14.3,0.0,0.0,8.4,38.57,89.32,0.4031,0.1655,31.47,,,Progressive Field,
